,Ticker,Expires,Data_Date
623010,SAIA,"Sep 16, 2016","Feb 18, 2016"
636942,SEAS,"Feb 19, 2016","Feb 18, 2016"
636980,SEAS,"Mar 18, 2016","Feb 18, 2016"
637018,SEAS,"Jun 17, 2016","Feb 18, 2016"
637058,SEAS,"Sep 16, 2016","Feb 18, 2016"
637098,SEAS,"Jan 20, 2017","Feb 18, 2016"
637124,SEAS,"Jan 19, 2018","Feb 18, 2016"
640056,SGEN,"Feb 19, 2016","Feb 18, 2016"
640116,SGEN,"Mar 18, 2016","Feb 18, 2016"
640190,SGEN,"Jun 17, 2016","Feb 18, 2016"
640270,SGEN,"Sep 16, 2016","Feb 18, 2016"
640630,SGMO,"Feb 19, 2016","Feb 18, 2016"
640670,SGMO,"Mar 18, 2016","Feb 18, 2016"
640696,SGMO,"May 20, 2016","Feb 18, 2016"
640734,SGMO,"Aug 19, 2016","Feb 18, 2016"
640772,SGMO,"Jan 20, 2017","Feb 18, 2016"
640786,SGMO,"Jan 19, 2018","Feb 18, 2016"
640800,SGMS,"Feb 19, 2016","Feb 18, 2016"
640832,SGMS,"Mar 18, 2016","Feb 18, 2016"
640860,SGMS,"Apr 15, 2016","Feb 18, 2016"
640910,SGMS,"Jul 15, 2016","Feb 18, 2016"
640944,SGMS,"Jan 20, 2017","Feb 18, 2016"
640966,SGMS,"Jan 19, 2018","Feb 18, 2016"
656356,SMTC,"Feb 19, 2016","Feb 18, 2016"
656394,SMTC,"Mar 18, 2016","Feb 18, 2016"
656444,SMTC,"Jun 17, 2016","Feb 18, 2016"
656492,SMTC,"Sep 16, 2016","Feb 18, 2016"
663926,SPLK,"Feb 19, 2016","Feb 18, 2016"
664136,SPLK,"Feb 26, 2016","Feb 18, 2016"
664294,SPLK,"Mar 04, 2016","Feb 18, 2016"
664420,SPLK,"Mar 11, 2016","Feb 18, 2016"
664550,SPLK,"Mar 18, 2016","Feb 18, 2016"
664592,SPLK,"Mar 24, 2016","Feb 18, 2016"
664722,SPLK,"Apr 01, 2016","Feb 18, 2016"
664808,SPLK,"May 20, 2016","Feb 18, 2016"
664860,SPLK,"Aug 19, 2016","Feb 18, 2016"
664908,SPLK,"Jan 20, 2017","Feb 18, 2016"
664974,SPLK,"Jan 19, 2018","Feb 18, 2016"
666060,SPPI,"Feb 19, 2016","Feb 18, 2016"
666088,SPPI,"Mar 18, 2016","Feb 18, 2016"
666108,SPPI,"May 20, 2016","Feb 18, 2016"
666134,SPPI,"Aug 19, 2016","Feb 18, 2016"
666662,SPWR,"Feb 19, 2016","Feb 18, 2016"
666758,SPWR,"Feb 26, 2016","Feb 18, 2016"
666850,SPWR,"Mar 04, 2016","Feb 18, 2016"
666940,SPWR,"Mar 11, 2016","Feb 18, 2016"
667018,SPWR,"Mar 18, 2016","Feb 18, 2016"
667088,SPWR,"Mar 24, 2016","Feb 18, 2016"
667166,SPWR,"Apr 01, 2016","Feb 18, 2016"
667242,SPWR,"Jun 17, 2016","Feb 18, 2016"
667312,SPWR,"Sep 16, 2016","Feb 18, 2016"
667370,SPWR,"Jan 20, 2017","Feb 18, 2016"
667402,SPWR,"Jan 19, 2018","Feb 18, 2016"
685032,SRDX,"Feb 19, 2016","Feb 18, 2016"
685048,SRDX,"Mar 18, 2016","Feb 18, 2016"
685070,SRDX,"May 20, 2016","Feb 18, 2016"
685086,SRDX,"Aug 19, 2016","Feb 18, 2016"
685474,SRPT,"Feb 19, 2016","Feb 18, 2016"
685624,SRPT,"Feb 26, 2016","Feb 18, 2016"
685782,SRPT,"Mar 04, 2016","Feb 18, 2016"
685860,SRPT,"Mar 11, 2016","Feb 18, 2016"
685932,SRPT,"Mar 18, 2016","Feb 18, 2016"
686034,SRPT,"Mar 24, 2016","Feb 18, 2016"
686108,SRPT,"Apr 01, 2016","Feb 18, 2016"
686184,SRPT,"Apr 15, 2016","Feb 18, 2016"
686240,SRPT,"May 20, 2016","Feb 18, 2016"
686344,SRPT,"Jun 17, 2016","Feb 18, 2016"
686386,SRPT,"Aug 19, 2016","Feb 18, 2016"
686488,SRPT,"Jan 20, 2017","Feb 18, 2016"
686528,SRPT,"Jan 19, 2018","Feb 18, 2016"
689484,SSYS,"Feb 19, 2016","Feb 18, 2016"
689586,SSYS,"Feb 26, 2016","Feb 18, 2016"
689678,SSYS,"Mar 04, 2016","Feb 18, 2016"
689750,SSYS,"Mar 11, 2016","Feb 18, 2016"
689822,SSYS,"Mar 18, 2016","Feb 18, 2016"
689846,SSYS,"Mar 24, 2016","Feb 18, 2016"
689920,SSYS,"Apr 01, 2016","Feb 18, 2016"
689996,SSYS,"Jun 17, 2016","Feb 18, 2016"
690020,SSYS,"Sep 16, 2016","Feb 18, 2016"
690044,SSYS,"Jan 20, 2017","Feb 18, 2016"
690114,SSYS,"Jan 19, 2018","Feb 18, 2016"
690230,STAA,"Feb 19, 2016","Feb 18, 2016"
690242,STAA,"Mar 18, 2016","Feb 18, 2016"
690256,STAA,"Jun 17, 2016","Feb 18, 2016"
690268,STAA,"Sep 16, 2016","Feb 18, 2016"
691850,STML,"Feb 19, 2016","Feb 18, 2016"
691860,STML,"Mar 18, 2016","Feb 18, 2016"
691880,STML,"Jun 17, 2016","Feb 18, 2016"
691894,STML,"Sep 16, 2016","Feb 18, 2016"
691900,STMP,"Feb 19, 2016","Feb 18, 2016"
691944,STMP,"Mar 18, 2016","Feb 18, 2016"
691984,STMP,"May 20, 2016","Feb 18, 2016"
692032,STMP,"Aug 19, 2016","Feb 18, 2016"
695800,SUM,"Feb 19, 2016","Feb 18, 2016"
695822,SUM,"Mar 18, 2016","Feb 18, 2016"
695844,SUM,"May 20, 2016","Feb 18, 2016"
695866,SUM,"Aug 19, 2016","Feb 18, 2016"
696528,SUPN,"Feb 19, 2016","Feb 18, 2016"
696568,SUPN,"Mar 18, 2016","Feb 18, 2016"
696638,SUPN,"Jun 17, 2016","Feb 18, 2016"
696704,SUPN,"Sep 16, 2016","Feb 18, 2016"
700512,SWN,"Feb 19, 2016","Feb 18, 2016"
700542,SWN,"Mar 18, 2016","Feb 18, 2016"
700616,SWN,"Jun 17, 2016","Feb 18, 2016"
700660,SWN,"Sep 16, 2016","Feb 18, 2016"
700696,SWN,"Jan 20, 2017","Feb 18, 2016"
700740,SWN,"Jan 19, 2018","Feb 18, 2016"
700829,SXC,"Feb 19, 2016","Feb 18, 2016"
700835,SXC,"Mar 18, 2016","Feb 18, 2016"
700853,SXC,"Jun 17, 2016","Feb 18, 2016"
700863,SXC,"Sep 16, 2016","Feb 18, 2016"
702953,SYNA,"Feb 19, 2016","Feb 18, 2016"
703143,SYNA,"Feb 26, 2016","Feb 18, 2016"
703289,SYNA,"Mar 04, 2016","Feb 18, 2016"
703443,SYNA,"Mar 11, 2016","Feb 18, 2016"
703567,SYNA,"Mar 18, 2016","Feb 18, 2016"
703609,SYNA,"Mar 24, 2016","Feb 18, 2016"
703735,SYNA,"Apr 01, 2016","Feb 18, 2016"
703837,SYNA,"Jun 17, 2016","Feb 18, 2016"
703879,SYNA,"Sep 16, 2016","Feb 18, 2016"
703911,SYNA,"Jan 20, 2017","Feb 18, 2016"
703961,SYNA,"Jan 19, 2018","Feb 18, 2016"
709033,TCBI,"Feb 19, 2016","Feb 18, 2016"
709053,TCBI,"Mar 18, 2016","Feb 18, 2016"
709081,TCBI,"Jun 17, 2016","Feb 18, 2016"
709107,TCBI,"Sep 16, 2016","Feb 18, 2016"
710505,TDOC,"Feb 19, 2016","Feb 18, 2016"
710521,TDOC,"Mar 18, 2016","Feb 18, 2016"
710535,TDOC,"Apr 15, 2016","Feb 18, 2016"
710549,TDOC,"Jul 15, 2016","Feb 18, 2016"
716239,TGTX,"Feb 19, 2016","Feb 18, 2016"
716263,TGTX,"Mar 18, 2016","Feb 18, 2016"
716277,TGTX,"May 20, 2016","Feb 18, 2016"
716297,TGTX,"Aug 19, 2016","Feb 18, 2016"
716315,THC,"Feb 19, 2016","Feb 18, 2016"
716435,THC,"Feb 26, 2016","Feb 18, 2016"
716523,THC,"Mar 04, 2016","Feb 18, 2016"
716603,THC,"Mar 11, 2016","Feb 18, 2016"
716675,THC,"Mar 18, 2016","Feb 18, 2016"
716727,THC,"Mar 24, 2016","Feb 18, 2016"
716801,THC,"Apr 01, 2016","Feb 18, 2016"
716877,THC,"May 20, 2016","Feb 18, 2016"
716943,THC,"Aug 19, 2016","Feb 18, 2016"
716991,THC,"Jan 20, 2017","Feb 18, 2016"
717047,THC,"Jan 19, 2018","Feb 18, 2016"
717557,THR,"Feb 19, 2016","Feb 18, 2016"
717573,THR,"Mar 18, 2016","Feb 18, 2016"
717595,THR,"May 20, 2016","Feb 18, 2016"
717609,THR,"Aug 19, 2016","Feb 18, 2016"
728101,TPC,"Feb 19, 2016","Feb 18, 2016"
728123,TPC,"Mar 18, 2016","Feb 18, 2016"
728143,TPC,"Apr 15, 2016","Feb 18, 2016"
728165,TPC,"Jul 15, 2016","Feb 18, 2016"
728189,TPH,"Feb 19, 2016","Feb 18, 2016"
728229,TPH,"Mar 18, 2016","Feb 18, 2016"
728267,TPH,"Apr 15, 2016","Feb 18, 2016"
728311,TPH,"Jul 15, 2016","Feb 18, 2016"
728353,TPH,"Jan 20, 2017","Feb 18, 2016"
728573,TPX,"Feb 19, 2016","Feb 18, 2016"
728603,TPX,"Mar 18, 2016","Feb 18, 2016"
728637,TPX,"Jun 17, 2016","Feb 18, 2016"
728671,TPX,"Sep 16, 2016","Feb 18, 2016"
728697,TPX,"Dec 16, 2016","Feb 18, 2016"
730853,TREX,"Feb 19, 2016","Feb 18, 2016"
730871,TREX,"Mar 18, 2016","Feb 18, 2016"
730889,TREX,"Apr 15, 2016","Feb 18, 2016"
730911,TREX,"Jul 15, 2016","Feb 18, 2016"
734067,TRUP,"Feb 19, 2016","Feb 18, 2016"
734075,TRUP,"Mar 18, 2016","Feb 18, 2016"
734085,TRUP,"May 20, 2016","Feb 18, 2016"
734093,TRUP,"Aug 19, 2016","Feb 18, 2016"
740918,TTMI,"Feb 19, 2016","Feb 18, 2016"
740928,TTMI,"Mar 18, 2016","Feb 18, 2016"
740942,TTMI,"Jun 17, 2016","Feb 18, 2016"
740952,TTMI,"Sep 16, 2016","Feb 18, 2016"
753602,UCTT,"Feb 19, 2016","Feb 18, 2016"
753610,UCTT,"Mar 18, 2016","Feb 18, 2016"
753618,UCTT,"Jun 17, 2016","Feb 18, 2016"
753626,UCTT,"Sep 16, 2016","Feb 18, 2016"
754392,UEIC,"Feb 19, 2016","Feb 18, 2016"
754412,UEIC,"Mar 18, 2016","Feb 18, 2016"
754430,UEIC,"May 20, 2016","Feb 18, 2016"
754450,UEIC,"Aug 19, 2016","Feb 18, 2016"
766594,USCR,"Feb 19, 2016","Feb 18, 2016"
766616,USCR,"Mar 18, 2016","Feb 18, 2016"
766634,USCR,"May 20, 2016","Feb 18, 2016"
766656,USCR,"Aug 19, 2016","Feb 18, 2016"
769110,UTHR,"Feb 19, 2016","Feb 18, 2016"
769180,UTHR,"Mar 18, 2016","Feb 18, 2016"
769234,UTHR,"May 20, 2016","Feb 18, 2016"
769296,UTHR,"Aug 19, 2016","Feb 18, 2016"
769362,UTHR,"Jan 20, 2017","Feb 18, 2016"
778494,VC,"Feb 19, 2016","Feb 18, 2016"
778552,VC,"Mar 18, 2016","Feb 18, 2016"
778610,VC,"Jun 17, 2016","Feb 18, 2016"
778678,VC,"Sep 16, 2016","Feb 18, 2016"
778746,VCEL,"Feb 19, 2016","Feb 18, 2016"
778750,VCEL,"Mar 18, 2016","Feb 18, 2016"
778756,VCEL,"Apr 15, 2016","Feb 18, 2016"
778762,VCEL,"Jul 15, 2016","Feb 18, 2016"
779248,VCYT,"Feb 19, 2016","Feb 18, 2016"
779258,VCYT,"Mar 18, 2016","Feb 18, 2016"
779270,VCYT,"Jun 17, 2016","Feb 18, 2016"
779278,VCYT,"Sep 16, 2016","Feb 18, 2016"
780280,VECO,"Feb 19, 2016","Feb 18, 2016"
780320,VECO,"Mar 18, 2016","Feb 18, 2016"
780358,VECO,"Apr 15, 2016","Feb 18, 2016"
780406,VECO,"Jul 15, 2016","Feb 18, 2016"
780488,VEEV,"Feb 19, 2016","Feb 18, 2016"
780534,VEEV,"Mar 18, 2016","Feb 18, 2016"
780590,VEEV,"Jun 17, 2016","Feb 18, 2016"
780656,VEEV,"Sep 16, 2016","Feb 18, 2016"
780710,VEEV,"Jan 20, 2017","Feb 18, 2016"
804752,W,"Feb 19, 2016","Feb 18, 2016"
804896,W,"Feb 26, 2016","Feb 18, 2016"
805016,W,"Mar 04, 2016","Feb 18, 2016"
805134,W,"Mar 11, 2016","Feb 18, 2016"
805254,W,"Mar 18, 2016","Feb 18, 2016"
805278,W,"Mar 24, 2016","Feb 18, 2016"
805384,W,"Apr 01, 2016","Feb 18, 2016"
805476,W,"May 20, 2016","Feb 18, 2016"
805502,W,"Aug 19, 2016","Feb 18, 2016"
805530,W,"Dec 16, 2016","Feb 18, 2016"
805556,W,"Jan 19, 2018","Feb 18, 2016"
808634,WDAY,"Feb 19, 2016","Feb 18, 2016"
808876,WDAY,"Feb 26, 2016","Feb 18, 2016"
809036,WDAY,"Mar 04, 2016","Feb 18, 2016"
809164,WDAY,"Mar 11, 2016","Feb 18, 2016"
809288,WDAY,"Mar 18, 2016","Feb 18, 2016"
809352,WDAY,"Mar 24, 2016","Feb 18, 2016"
809470,WDAY,"Apr 01, 2016","Feb 18, 2016"
809558,WDAY,"Jun 17, 2016","Feb 18, 2016"
809626,WDAY,"Sep 16, 2016","Feb 18, 2016"
809682,WDAY,"Jan 20, 2017","Feb 18, 2016"
809760,WDAY,"Jan 19, 2018","Feb 18, 2016"
815336,WIFI,"Feb 19, 2016","Feb 18, 2016"
815370,WIFI,"Mar 18, 2016","Feb 18, 2016"
815396,WIFI,"May 20, 2016","Feb 18, 2016"
815426,WIFI,"Aug 19, 2016","Feb 18, 2016"
816328,WLL,"Feb 19, 2016","Feb 18, 2016"
816390,WLL,"Feb 26, 2016","Feb 18, 2016"
816452,WLL,"Mar 04, 2016","Feb 18, 2016"
816510,WLL,"Mar 11, 2016","Feb 18, 2016"
816568,WLL,"Mar 18, 2016","Feb 18, 2016"
816658,WLL,"Mar 24, 2016","Feb 18, 2016"
816710,WLL,"Apr 01, 2016","Feb 18, 2016"
816754,WLL,"Jun 17, 2016","Feb 18, 2016"
816844,WLL,"Sep 16, 2016","Feb 18, 2016"
816884,WLL,"Jan 20, 2017","Feb 18, 2016"
816960,WLL,"Jan 19, 2018","Feb 18, 2016"
820578,WPX,"Feb 19, 2016","Feb 18, 2016"
820610,WPX,"Mar 18, 2016","Feb 18, 2016"
820630,WPX,"May 20, 2016","Feb 18, 2016"
820656,WPX,"Aug 19, 2016","Feb 18, 2016"
820678,WPX,"Jan 20, 2017","Feb 18, 2016"
820692,WPX,"Jan 19, 2018","Feb 18, 2016"
822368,WTI,"Feb 19, 2016","Feb 18, 2016"
822382,WTI,"Mar 18, 2016","Feb 18, 2016"
822396,WTI,"Apr 15, 2016","Feb 18, 2016"
822410,WTI,"Jul 15, 2016","Feb 18, 2016"
841372,XLRN,"Feb 19, 2016","Feb 18, 2016"
841400,XLRN,"Mar 18, 2016","Feb 18, 2016"
841420,XLRN,"May 20, 2016","Feb 18, 2016"
841448,XLRN,"Aug 19, 2016","Feb 18, 2016"
846416,XON,"Feb 19, 2016","Feb 18, 2016"
846462,XON,"Mar 18, 2016","Feb 18, 2016"
846508,XON,"Apr 15, 2016","Feb 18, 2016"
846566,XON,"Jul 15, 2016","Feb 18, 2016"
846616,XON,"Jan 20, 2017","Feb 18, 2016"
846656,XON,"Jan 19, 2018","Feb 18, 2016"
847982,XPO,"Feb 19, 2016","Feb 18, 2016"
848070,XPO,"Mar 18, 2016","Feb 18, 2016"
848122,XPO,"May 20, 2016","Feb 18, 2016"
848208,XPO,"Aug 19, 2016","Feb 18, 2016"
848274,XPO,"Sep 16, 2016","Feb 18, 2016"
848348,XPO,"Jan 19, 2018","Feb 18, 2016"
862356,ZEN,"Feb 19, 2016","Feb 18, 2016"
862380,ZEN,"Mar 18, 2016","Feb 18, 2016"
862402,ZEN,"Apr 15, 2016","Feb 18, 2016"
862422,ZEN,"Jul 15, 2016","Feb 18, 2016"
863200,ZGNX,"Feb 19, 2016","Feb 18, 2016"
863258,ZGNX,"Mar 18, 2016","Feb 18, 2016"
863292,ZGNX,"Apr 15, 2016","Feb 18, 2016"
863368,ZGNX,"Jul 15, 2016","Feb 18, 2016"
863428,ZGNX,"Jan 20, 2017","Feb 18, 2016"
863802,ZIOP,"Feb 19, 2016","Feb 18, 2016"
863836,ZIOP,"Mar 18, 2016","Feb 18, 2016"
863860,ZIOP,"Apr 15, 2016","Feb 18, 2016"
863918,ZIOP,"Jul 15, 2016","Feb 18, 2016"
863970,ZIOP,"Jan 20, 2017","Feb 18, 2016"
863998,ZIOP,"Jan 19, 2018","Feb 18, 2016"
866132,ZUMZ,"Feb 19, 2016","Feb 18, 2016"
866156,ZUMZ,"Mar 18, 2016","Feb 18, 2016"
866178,ZUMZ,"May 20, 2016","Feb 18, 2016"
866200,ZUMZ,"Aug 19, 2016","Feb 18, 2016"
